"x","y","fips"
2059461.16614726,-661890.52514145,"37073"
2056292.22367525,-574725.6289599,"51199"
667562.83064386,-866418.1436312,"29067"
-536196.60572766,-673367.92978204,"08015"
-334240.39723981,-1453526.79594847,"48301"
2056398.00653574,-635413.14255291,"51800"
745803.86031522,-783775.75712077,"29065"
-331662.01373165,-734953.74057263,"08025"
-193089.96863745,-1454583.5319401,"48329"
851265.28986275,-786508.06151518,"29123"
-38403.70265812,-1408785.24853198,"48353"
808088.02996063,-1555635.36022824,"22077"
-469720.85257995,-556359.6903287,"08047"
-229119.77574079,-725258.98531465,"08061"
765551.17768485,-1368596.8632007,"22083"
74743.51547388,-1583381.39774851,"48319"
-135743.69582953,-1407455.68634069,"48227"
348583.23451748,-1368967.18552251,"48257"
1500347.74734172,-945385.68411377,"37113"
1476956.38711042,-959565.81272862,"37043"
245481.04009312,-1079728.2478767,"40027"
241245.38693878,-1140663.23701981,"40049"
588337.77048884,-1024020.75419213,"05071"
470073.8558968,-1292870.52332821,"48449"
228002.13914343,-1107908.28706887,"40087"
493058.50520137,-1313600.79001384,"48343"
83499.12583871,-342527.54395906,"31071"
773303.51667383,-1560598.00791111,"22097"
366778.64326166,-1305956.08327633,"48231"
1218317.75845968,-997028.63621517,"47103"
370303.96246692,-993364.07397161,"40143"
251092.57904406,-1192460.0883174,"40019"
2040317.48767547,115930.23691525,"36035"
395185.5191588,-1056164.17216027,"40091"
365633.48273272,-908779.29803569,"40147"
1855772.83015665,-503070.52252802,"51079"
263247.75022166,-1646729.36327696,"48021"
244878.84104299,-1544417.28332585,"48027"
-1756340.1387789,566321.5361933,"53031"
1566714.01946311,-1416472.04836144,"13027"
1563125.0376942,-1352441.31319221,"13277"
1368754.01107037,-1013660.0245214,"13313"
1029018.47297457,-1419247.35846469,"28067"
1734689.97649382,-437866.11582204,"54093"
-50290.00722714,-1607956.66332944,"48435"
183774.25796037,-260422.89018681,"31107"
1826196.3211565,-537935.76374393,"51820"
1611181.00744504,-1388464.33338669,"13173"
1644255.27747263,-1445096.39670514,"12047"
1388403.93253697,-543418.32041985,"39015"
1284952.68148465,-875331.63771597,"47141"
1961590.23663214,-742471.26494895,"37127"
1590203.13735073,-1333672.74684037,"13155"
1261957.52214051,-987736.38657458,"47051"
81612.8849427,302742.51713886,"38027"
-256010.66998965,243166.93812962,"38007"
70802.77167353,-758174.50931989,"20145"
890600.92218704,-1612996.77139125,"22093"
1356132.14738448,16271.35971539,"26063"
1863265.1220337,-721210.26237427,"37145"
787798.41545709,-416629.18384753,"17187"
1923381.86107326,-569526.01396016,"51145"
2150243.86102162,-219118.72229298,"34029"
529336.45330591,-1144012.45676046,"05113"
1273407.94893116,130846.9743333,"26007"
1274089.0861929,21875.06362573,"26011"
1382793.14070463,-105011.01156219,"26099"
1397472.89120779,-70412.57419754,"26147"
1020560.74071475,-592776.50780761,"17079"
1165787.26797367,170720.01709795,"26047"
915620.36802639,-235355.50799194,"17007"
113102.43303214,420521.60472957,"38019"
1240403.49911424,-368534.25821762,"18179"
360100.63814045,-614334.24154829,"20085"
266106.4438573,-103240.74944827,"46101"
-94359.2960185,79549.28003172,"46031"
-1791201.25260655,-410490.11623792,"06057"
1835048.58123437,-1571676.1912208,"12127"
472399.33577835,-230469.77166496,"19091"
448263.11561467,-1428.02387044,"27085"
663506.79126558,-204593.56878447,"19065"
629202.14398731,-625061.39821778,"29089"
229725.40178221,-1844657.45786572,"48025"
1533624.1257002,-738155.07961609,"51720"
388820.37494686,-356217.45864563,"19165"
1295964.71853875,-769439.88769195,"21001"
1544538.49185354,-187523.84336006,"39085"
994014.91868005,-793878.07140683,"17127"
584521.05329668,-938643.90725454,"05015"
479473.13292149,-583924.70229009,"29049"
1637017.18222055,-586378.42101542,"54019"
7467.18976562,-536184.35720014,"31065"
1186225.14328647,-1038401.28391579,"01083"
-512537.65815092,-808149.76618511,"08003"
-1755399.9282638,361081.63569442,"41009"
1812624.90288752,-1635113.51379792,"12095"
1506534.5119286,-1389697.39594489,"13205"
879296.61657795,-1486640.42984053,"28005"
1029363.77521235,-1374877.76803021,"28061"
65835.33491692,8281.11910809,"46049"
1027215.33769572,-1469409.65268203,"28035"
1089346.18776582,-1495665.03523054,"28039"
1043703.02140911,-1540609.57145688,"28047"
1266252.79058972,-423092.86512197,"18135"
